GRB,Swift Trigger Number,BAT RA (J2000),BAT Dec (J2000),BAT T90,BAT Fluence (15-150 keV),BAT Photon Index (15-150 keV) (PL = simple power-law),Swift Comments,Redshift,Host Galaxy
091111A,INTEGRAL,137.8133,-45.9093,-,-,-,INTEGRAL: 10159,-,-
091109B,375409,112.75,-54.092,0.3,1.9,0.71,UVOT: no detection,-,-
091109A,375246,309.252,-44.177,48.0,16.0,1.31,-,3.5,-
091104A,374875,208.723,47.391,99.3,7.7,1.74,-,-,-
091102A,374598,72.622,-72.527,6.6,5.2,1.08,"Due to an observing constraint, Swift will not slew until T0+13.6 minutes. There will be no XRT or UVOT data until this time.",-,-
091029A,374210,60.166,-55.954,39.2,24.0,-,-,2.752,-
091026A,373871,276.657,-86.113,41.6,18.0,1.53,UVOT: no detection,-,-
091024A,373674,339.24,56.885,109.8,61.0,1.2,"Due to an observing constraint, Swift will not slew until T0+50.0 minutes. There will be no XRT or UVOT data until this time.|UVOT: no detection",1.092,-
091020A,373458,175.727,50.977,34.6,37.0,1.53,-,1.71,-
091018A,373172,32.191,-57.546,4.4,14.0,-,-,0.971,-
091010A,AGILE,298.669,-22.538,-,-,-,"AGILE: 10004, 10005|UVOT: no detection",-,-
091003A,Fermi,251.1,37.2,-,-,-,Fermi: GCN 9983,-,-
090929B,371050,117.712,-0.645,360.0,59.0,1.85,UVOT: possible detection,-,-
090929A,Fermi,56.494,-5.952,7.0,1.69,0.96,"Fermi: GCN 9962|Burst occurred during a preplanned Swift slew maneuver.  A strong source was found in a mosaic of images from BAT event data, which is often collected during slews. Reported position is the BAT position, not the Fermi position.|XRT: no detection|UVOT: no detection",-,-
090927A,370846,343.929,-70.973,2.2,2.0,1.8,"Due to an observing constraint, Swift will not slew until T0+33.8 minutes. There will be no XRT or UVOT data until this time.",1.37,-
090926B,370791,46.31,-38.997,109.7,73.0,-,-,1.24,-
090926A,Fermi,354.5,-64.2,-,-,-,Fermi: GCN 9933,-,-
090916A,362818,126.582,25.941,63.4,9.5,1.42,"Due to an observing constraint, Swift cannot immediately slew to the BAT position.  There will thus be no XRT or UVOT data for this  trigger until later today.",-,-
090915A,Ground Analysis,237.99,15.48,8.0,5.0,1.0,This was probably the same event as Fermi-GBM trigger 274721737. A Swift TOO has been requested and approved. The narrow-field instruments will observe the location approximately 13 hours after the burst.,-,-
090912A,362633,188.046,61.475,144.0,45.0,-,UVOT: no detection,-,-
090904B,361831,264.194,-25.219,47.0,110.0,1.59,UVOT: not detection,-,-
090904A,361830,100.855,50.235,122.0,30.0,2.01,UVOT: no detection,-,-
090902B,Fermi,265.0,27.33,-,-,-,Fermi: GCN 9866 and 9867,-,-
090831C,361489,108.294,-25.112,3.3,1.5,1.33,UVOT: no detection,-,-
090827A,361029|Ground Analysis,18.435,-50.899,-,40.0,1.0,Ground analysis detection. A Swift TOO has been requested and will take place starting approximately 26 hours after the burst.|UVOT: no detection,-,-
090823A,IPN,128.671,60.641,-,-,-,Found in ground analysis after the Suzaku WAM alerted the IPN.|UVOT: no detection,-,-
090817A,INTEGRAL,63.9659,44.1234,-,-,-,INTEGRAL: GCN 9815|UVOT: no detection,-,-
090815C,360068,64.49,-65.943,0.6,0.44,0.9,"No GCN Notices were issued because the trigger was below the normal acceptance level.  Also, the spacecraft did not execute an automated slew to the location because of an Earth observing constraint.",-,-
090814B,INTEGRAL,64.7488,60.5796,-,-,-,INTEGRAL: GCN 9795|UVOT: no detection,-,-
090814A,359951,239.613,25.586,80.0,13.0,1.81,-,0.696,-
090813A,359884,225.065,88.571,7.1,13.0,1.69,UVOT: no detection,-,-
090812A,359711,353.2,-10.609,66.7,58.0,1.24,-,2.452,-
090809A,359530,328.665,-0.083,5.4,3.4,1.34,-,2.737,-
090807A,359378,273.741,10.279,140.8,22.0,2.25,UVOT: no detection,-,-
090728A,358574,29.644,41.632,59.0,10.0,2.05,UVOT: no detection,-,-
090727A,358520,315.917,64.937,302.0,14.0,1.24,UVOT: no detection,-,-
090726A,358422,248.681,72.866,67.0,8.6,2.25,Swift will not slew until T0+48.9 minutes (Earth-limb constraint). There will be no XRT or UVOT data until this time,2.71,-
090720A,357811|Ground Analysis,203.694,-10.335,-,-,-,Ground analysis detection. A Swift TOO has been requested and approved.|UVOT: no detection,-,-
090715B,357512,251.337,44.837,266.0,57.0,1.57,-,3.0,-
090715A,357498,152.102,10.006,63.0,9.8,1.28,"Due to current problems with the Solid State Recorder (GCN 9664), automatic slewing to sources is disabled.  However, this burst location is also in Sun constraint and will not come out of constraint until October 9, 2009.  There will thus be no XRT or UVOT data for this trigger.",-,-
090712A,357072,70.097,22.525,145.0,40.0,1.33,"Because of the Sun constraint, the BAT position is unobservable by Swift until 21st July 2009. There will thus be no prompt XRT or UVOT data for this trigger.",-,-
090709B,356912,93.522,64.081,27.2,15.0,1.51,"Due to a Sun constraint, Swift cannot slew to the BAT position until  18th July 2009. There will thus be no immediate XRT or UVOT data for this trigger.",-,-
090709A,356890,289.944,60.728,89.0,257.0,1.22,-,-,K' = 22.0 (Gemini-North)
090708A,356776,154.632,26.616,15.0,6.9,1.78,"Due to an observing constraint, Swift cannot slew to the BAT position, and it will not be observable until early October. There will thus be no XRT or UVOT data for this trigger.",-,-
090702A,INTEGRAL,175.888,11.501,-,-,-,INTEGRAL: GCN 9603|Burst classified as an XRF,-,-
090628A,355942,237.038,-15.969,20.1,7.0,1.36,"Due to an Earth limb constraint, a prompt slew was not possible. Swift will execute a delayed slew after 2656 s.|UVOT: no detection",-,-
090625B,INTEGRAL,2.2626,-65.7816,-,-,-,INTEGRAL: GCN 9572|UVOT: no detection,-,-
090621B,355359,313.455,69.034,0.14,0.7,0.82,UVOT: no detection,-,-
090621A,355303,10.987,61.938,-,-,-,BAT: T90 is not possible because of a lack of the complete set of event by event data set for this burst. This also prevents giving spectral results.|UVOT: no detection,-,-
090618A,355083,294.008,78.352,113.2,1050.0,-,-,0.54,"r = 22.7, i = 22.2 (SDSS)"
090607A,354299,191.194,44.108,2.3,1.1,1.25,"Because of the presence of a magnitude 6.3 star in the UVOT Field of View, 2.3 arcmin from the XRT location, UVOT will not be able to observe this burst.|UVOT: no detection",-,-
090531B,353728,252.07,-36.015,80.0,7.1,1.51,"Due to an observing constraint, Swift did not slew until T0+50.1 minutes.|UVOT: no detection",-,-
090531A,353627,178.672,7.824,32.0,13.0,-,"Because of a Moon constraint, Swift could not slew, and there will be no XRT or UVOT observations until June 3.",-,-
090530A,353567,179.4,26.59,48.0,11.0,1.61,-,-,-
090529A,353540,212.446,24.45,100.0,6.8,2.0,-,2.625,-
090520A,352671,11.613,-8.0,20.0,3.4,0.8,BAT: detected in ground analysis|No Swift followup observation is planned,-,-
090519A,352648,142.317,0.19,64.0,12.0,1.02,UVOT: no detection,3.9,-
090518A,352420,119.957,0.778,6.9,4.7,1.54,UVOT: no detection,-,-
090516A,352190,138.246,-11.848,210.0,90.0,1.84,UVOT: no detection,4.109,-
090515A,352108,164.166,14.469,0.036,0.2,-,UVOT: no detection,-,-
090510A,351588,333.552,-26.598,0.3,3.4,0.98,-,0.903,-
090509A,351525,241.422,-28.385,335.0,33.0,1.75,"Due to the Moon observing constraint, Swift cannot slew to the BAT position until May 12.  There will thus be no XRT or UVOT data for this trigger.",-,-
090429B,350854,210.672,32.167,5.5,3.1,0.47,UVOT: no detection,9.4,-
090429A,350853,90.573,-52.389,188.0,10.0,1.55,UVOT: no detection,-,-
090426A,350479,189.082,32.978,1.2,1.8,1.93,-,2.609,-
090424A,350311,189.531,16.829,48.0,210.0,-,-,0.544,-
090423A,350184,148.891,18.165,10.3,5.9,-,UVOT: no detection,8.0,-
090422A,349931,294.746,40.398,8.5,2.3,1.72,UVOT: no detection,-,-
090419A,349592,197.006,-75.615,450.0,25.0,1.38,-,-,-
090418A,349510,269.32,33.407,56.0,46.0,1.48,-,1.608,-
090418B,BATSS,225.91,17.224,65.0,160.0,-,BATSS detected burst.,-,-
090417B,349450,209.687,47.015,260.0,23.0,1.85,UVOT: no detection,-,-
090417A,349447,34.993,-7.141,0.072,0.19,-,"Due to an observing constraint, Swift cannot slew to the BAT position. There will thus be no XRT or UVOT data for this trigger. This location will not come out of constraint until 02 Jun 2009.",-,-
090410A,348929,334.956,15.419,165.0,56.0,1.19,"Swift cannot slew to the BAT position.  The burst is  sun-constrained until Tuesday, 2009 April 14.  There will thus be no XRT or UVOT data for this trigger.",-,-
090407A,348650,68.979,-12.684,310.0,11.0,1.73,UVOT: no detection,1.4485,-
090404A,348428,239.233,35.518,84.0,30.0,2.32,UVOT: no detection,-,-
090401B,348152,95.095,-8.963,183.0,100.0,1.37,-,-,-
090401A,348128,350.92,29.762,112.0,110.0,1.7,"Due to an observing constraint, Swift cannot slew to the BAT position. It will not be possible to observe until 2nd May due to a sun constraint. There will thus be no XRT or UVOT data for this trigger.",-,-
090328A,Fermi,90.87,-41.95,-,-,-,Fermi: GCN 9044,-,-
090323A,Fermi,190.69,17.08,-,-,-,Fermi: GCN 9021,-,-
090313A,346386,198.4,8.086,79.0,14.0,1.91,"Due to a Moon observing constraint, Swift cannot slew to the BAT position until 16:45 UT. There will thus be no prompt XRT or UVOT data for this trigger.",3.375,-
090309A,345945,284.978,-25.274,3.0,1.3,1.36,BAT: unable to determine if this is a short or long burst.|UVOT: no detection,-,-
090308A,345777,183.545,-48.754,48.0,2.6,2.33,UVOT: no detection,-,-
090307A,345551,245.007,-28.647,22.0,2.6,1.08,UVOT: no detection,-,-
090306B,BATSS,231.204,-6.958,20.4,31.0,-,BATSS detected burst.,-,-
090305A,345127,241.764,-31.572,0.4,0.75,0.86,XRT: no position reported,-,-
090301A,344582,338.142,26.639,41.0,230.0,-,"Due to an observing constraint, Swift cannot slew to the BAT position. There will thus be no XRT or UVOT data for this trigger. The source will become observable again after April 15th.",-,-
090205A,342121,220.917,-27.848,8.8,1.9,2.15,Declared a burst of interest.,4.7,-
090201A,341749,92.051,-46.604,83.0,300.0,-,"Due to an observing constraint, Swift will not slew until T0+45.3 minutes. There will be no XRT or UVOT data until this time.|UVOT: no detection",-,-
090129A,341504,269.105,-32.793,17.5,21.0,1.88,"Due to an observing constraint, Swift cannot slew to the BAT position. There will thus be no XRT or UVOT data for this trigger until at least 03 Feb 2009.",-,-
090126A,AGILE,3.848,81.365,-,-,-,AGILE: GCN 8852|UVOT: no detection,-,-
090123A,340895,6.794,-23.503,131.0,29.0,1.74,-,-,-
090118A,BATSS,49.865,18.478,16.0,4.0,1.35,"BATSS detected burst.|A follow-up Swift ToO observation has been scheduled to begin at 20:52 UT, 6.97 hours after the burst.|UVOT: no detection",-,-
090117A,AGILE,164.003,-58.249,-,-,-,AGILE: GCN 8817|UVOT: no detection,-,-
090113A,339852,32.067,33.436,9.1,7.6,1.6,UVOT: no detection,1.7493,-
090111A,339696,251.656,0.067,24.8,6.2,2.37,-,-,-
090107B,INTEGRAL,284.8075,59.5924,-,-,-,INTEGRAL: GCN 8786|UVOT: no detection,-,-
090107A,339295,302.409,4.744,12.2,2.3,1.69,"Due to the Sun observing constraint, Swift cannot slew to the BAT position.  There will thus be no XRT or UVOT data for this trigger.",-,-
090102A,338895,128.248,33.107,27.0,0.68,1.36,Declared a burst of interest.,1.547,R~24.5 (HST)
081230A,338633,37.33,-25.145,60.7,8.2,1.97,-,-,-
081228A,338338,39.477,30.833,3.0,0.89,2.1,UVOT: no detection,-,-
081226A,338177,120.478,-69.014,0.4,0.99,1.36,UVOT: no detection,-,-
081222A,337914,22.748,-34.095,24.0,48.0,-,-,2.77,-
081221A,337889,15.801,-24.542,34.0,181.0,-,Note that this burst is coincident with a Fermi GBM burst (trigger 251569273)|UVOT: no detection,2.26,"B~25.4, I~24.5 (Keck I)"
081211A,337115,328.082,-33.818,3.5,1.3,2.34,-,-,-
081211B,BATSS,168.231,53.845,-,6.1,1.73,"BATSS detected burst.|A follow-up Swift ToO observation has been scheduled to begin on  12/12/08 at 04:51 UT, 22.6 hours after the burst.|UVOT: no detection",-,-
081210A,337073,70.485,-11.263,146.0,18.0,1.42,-,-,-
081204A,INTEGRAL,349.7735,-60.2213,-,-,-,INTEGRAL: GCN 8614|UVOT: no detection,-,-
081203B,BATSS,228.789,44.427,23.4,21.0,1.65,"BATSS detected burst.|A follow-up Swift ToO observation has been scheduled to begin at 18:26 UT, 4.6 hours after the burst.",-,-
081203A,336489,233.071,63.514,294.0,77.0,1.54,-,2.1,-
081128A,335895,20.8,38.123,100.0,23.0,-,UVOT: no detection,-,-
081127A,335715,332.075,6.858,37.0,4.9,2.1,UVOT: no detection,-,-
081126A,335647,323.526,48.714,54.0,33.0,1.27,-,-,-
081121A,335105,89.282,-60.612,14.0,41.0,-,"Due to an observing constraint, Swift will not slew until T0+45.2 minutes.",2.512,-
081118A,334877,82.572,-43.305,67.0,12.0,2.1,UVOT: no detection,2.58,-
081109A,334112,330.798,-54.711,190.0,36.0,1.72,-,-,-
081105A,IPN,3.95224,3.47098,-,-,-,Found in ground analysis after Konus/Wind alerted the IPN.|UVOT: no detection,-,-
081104A,333666,100.5,-54.722,59.1,20.0,2.0,"Due to an observing constraint, Swift will not slew until T0+40.5 minutes.|UVOT: no detection",-,-
081102A,333427,331.178,52.991,63.0,23.0,1.73,UVOT: no detection,-,-
081101A,333320,95.836,-0.112,0.2,0.62,-,Swift did not slew because of the low merit value assignment because of the chance spatial coincidence with the A0620-00 blackhole candidate source.|It is possible this is SGR 0623-0006.|XRT: no detection,-,-
081029A,332931,346.776,-68.179,270.0,21.0,1.43,"Due to an observing constraint, Swift will not slew until T0+41.3 minutes.",3.8479,-
081028A,332851,121.893,2.305,260.0,37.0,1.25,"UVOT: no initial detection, but detection of a re-brightening of the afterglow",3.038,-
081025A,BATSS,245.298,60.466,23.0,19.0,1.12,"BATSS detected burst.|A follow-up Swift ToO observation has been scheduled to begin on 10/26/08 at 04:58 UT, 20.6 hours after the burst.|UVOT: no detection",-,-
081024A,332516,27.891,61.352,1.8,1.2,1.23,"This appears to be a short hard GRB with a precursor and a fading X-ray afterglow.  We note that the position in galactic coordinates is l=130deg, b=-0.7 deg.  It is not impossible that this is a galactic transient or even an SGR.|UVOT: no detection",-,-
081022A,332399,226.584,12.409,160.0,25.0,1.67,"Due to an observing constraint, Swift cannot slew to the BAT position. There will thus be no XRT or UVOT data for this trigger.",-,-
081017A,331964,230.209,-32.79,320.0,14.0,1.64,"Due to an observing constraint, Swift cannot slew to the BAT position. There will thus be no XRT or UVOT data for this trigger.",-,-
081016B,331856,14.582,-43.536,2.6,0.99,0.92,UVOT: no detection,-,-
081016A,INTEGRAL,255.5725,-23.3301,-,-,-,INTEGRAL: GCN 8377,-,-
081012A,331475,30.184,-17.627,29.0,11.0,1.03,Delayed slew.,-,-
081011A,331332,220.363,33.548,9.0,1.6,1.47,"XRT: Due to the proximity to the sun constraint, it was decided to cancel the observations after the first day. No further observations are planned and possible due the sun constraint.",-,-
081008A,331093,279.968,-57.433,185.5,43.0,1.69,-,1.9685,R=20.75 (Gemini-South)
081007A,330856,339.963,-40.146,10.0,7.1,2.51,-,0.5295,-
081003A,INTEGRAL,262.3758,16.566,-,-,-,INTEGRAL: GCN 8314,-,-
081001A,AGILE,276.576,-8.754,-,-,-,AGILE: GCN 8305|UVOT: no detection,-,-
080928A,326115,95.061,-55.176,280.0,25.0,1.77,-,1.692,-
080919A,325268,265.221,-42.375,0.6,0.72,1.1,-,-,-
080916B,324907,163.632,69.061,32.0,6.3,1.49,Delayed AT slew (observing constraint),-,-
080916A,324895,336.289,-57.026,60.0,40.0,-,-,0.689,-
080916C,Fermi,121.8,-61.3,-,-,-,Fermi: GCN 8245|UVOT: no detection,-,-
080915B,324805,213.088,-11.491,3.9,9.9,-,"Due to the Solar observing constraint, Swift cannot slew to the BAT position until mid-December. There will thus be no XRT or UVOT data for this trigger.",-,-
080915A,324744,17.911,-76.042,14.0,2.3,1.64,No AT slew (Earth limb constraint)|UVOT: no detection,-,-
080913A,324561,65.741,-25.127,8.0,5.6,-,UVOT: no detection,6.44,-
080906A,323984,228.055,-80.54,147.0,35.0,1.59,-,2.0,-
080905B,323898,301.746,-62.568,128.0,18.0,1.78,UVOT: uncertain detection in the B band,2.374,-
080905A,323870,287.663,-18.865,1.0,1.4,0.85,UVOT: no detection,-,-
080903A,323542,86.79,51.256,66.0,14.0,-,-,-,-
080825B,AGILE,209.281,-68.943,-,-,-,AGILE: GCN 8133|UVOT: no detection,-,-
080822B,321376,63.56,25.76,64.0,1.7,2.54,Swift did not slew to this burst because of the Moon observing constraint.,-,-
080810A,319584,356.783,0.31,106.0,46.0,1.34,-,3.35,-
080805A,319036,314.231,-62.433,78.0,25.0,1.53,UVOT: no detection,1.505,-
080804A,319016,328.675,-53.189,34.0,36.0,1.19,-,2.2045,-
080802A,318832,270.729,-32.329,176.0,13.0,1.76,"BAT: Given the Galactic lon,lat being in the bulge, we can not rule out a non-GRB source for this trigger.  All other factors point to a GRB.|UVOT: no detection",-,-
080727C,318170,32.638,64.13,79.7,52.0,-,UVOT: no detection,-,-
080727B,318101,276.871,1.173,8.6,31.0,-,UVOT: no detection,-,-
080727A,318094,208.416,-18.572,4.9,1.3,1.25,UVOT: no detection,-,-
080725A,317888,121.699,-13.984,120.0,37.0,1.5,"Due to proximity to the Sun, Swift cannot slew to the BAT position. The source will not be observable until September. There will thus be no XRT or UVOT data for this trigger.",-,-
080723B,INTEGRAL,176.8354,-60.2452,-,-,-,INTEGRAL: GCN 8002|UVOT: no detection,-,-
080723A,317662,274.461,-6.91,17.3,3.3,1.77,-,-,-
080721A,317508,224.481,-11.709,16.2,120.0,1.11,-,2.602,-
080714A,316910,188.104,-60.274,33.0,25.0,1.52,-,-,-
080710A,316534,8.259,19.484,120.0,14.0,1.47,"Due to an observing constraint, Swift did not slew until ~ T0+49.5 minutes.",0.845,-
080707A,316204,32.627,33.1,27.1,5.2,1.77,-,1.23,-
080703A,315819,101.822,-63.211,3.4,2.0,1.53,-,-,-
080702A,315710,313.049,72.278,0.5,0.36,1.34,-,-,-
080702B,BATSS,355.616,-5.424,20.0,5.0,1.44,BATSS detected burst.|UVOT: no detection,-,-
080701A,315615,45.944,75.481,18.0,7.1,2.24,Swift was unable to slew to the source due to Earth limb constraints.,-,-
080625A,AGILE,298.4423,56.2653,-,-,-,AGILE: GCN 7903,-,-
080623A,315080,237.667,-62.044,15.2,10.0,1.35,XRT and UVOT prompt observations delayed due to Earth limb constraint.|UVOT: no detection,-,-
080613B,313954,173.806,-7.102,105.0,58.0,1.39,UVOT: no detection,-,-
080613A,INTEGRAL,213.2742,5.1687,-,-,-,INTEGRAL: GCN 7871|UVOT: no detection,-,-
080607A,313417,194.964,15.91,79.0,240.0,1.31,-,3.036,-
080605A,313299,262.13,4.01,20.0,133.0,-,-,1.6398,-
080604A,313116,236.96,20.557,82.0,8.0,1.78,BAT: This burst satisfies Sakamoto/Ukwatta Swift-BAT possible high-z criteria,1.416,-
080603B,313087,176.554,68.061,60.0,24.0,-,-,2.69,-
080603A,INTEGRAL,279.409,62.735,-,-,-,INTEGRAL: GCN 7790,-,-
080602A,312958,19.177,-9.239,74.0,32.0,1.43,-,-,-
080524A,312277,268.449,80.143,9.0,2.9,1.1,BAT: detection in ground analysis|XRT: no detection|UVOT: no detection,-,-
080523A,312242,20.769,-64.06,102.0,8.8,1.65,UVOT: no detection,-,-
080520A,312047,280.179,-54.964,2.8,0.55,2.9,BAT: The burst can be classified as an X-ray flash,1.545,VLT detection
080517A,311874,102.274,50.741,64.6,5.6,1.54,BAT: This burst satisfies Sakamoto/Ukwatta Swift-BAT possible high-z criteria (Ukwatta et al. arXiv:0802.3815),-,-
080516A,311762,120.661,-26.146,5.8,2.6,1.82,UVOT: no detection,3.2,-
080515A,311658,3.166,32.564,21.0,20.0,-,"This burst is only 45.9 degrees from the Sun, so there will be no prompt XRT or UVOT data.|BAT: burst can be classified as an X-ray flash.|UVOT: The XRT error circle is located in the scattered light halo of the B = 11.4 star (TYC 2264-1051-1), so it is not possible to constrain the presence of an afterglow in the UVOT data",-,-
080514B,AGILE,322.82,0.737,-,-,-,AGILE: GCN 7715,-,-
080507A,AGILE,233.721,56.424,-,-,-,"AGILE: GCN 7697|XRT: confirmed afterglow detection|UVOT: possible afterglow detection, does NOT appear to be fading",-,-
080506A,311159,329.467,38.961,150.0,13.0,1.87,BAT: This burst satisfies Sakamoto/Ukwatta Swift-BAT possible high-z criteria (85% chance it has a z > 3.5).,-,-
080503A,310785,286.686,68.803,170.0,20.0,2.0,BAT: Currently uncertain if this is a SHB with extended emission or a Long burst with a partcularly short pulse at the beginning.,-,-
080430A,310613,165.331,51.682,16.2,12.0,1.73,-,0.767,-
080426A,310219,26.51,69.469,1.7,3.7,1.98,"BAT: While the T90 value puts this burst in the middle of the long and short burst T90-distribution peaks, the lag value puts this burst in the long burst class.|UVOT: no detection",-,-
080413B,309111,326.138,-19.981,8.0,32.0,-,-,1.1,-
080413A,309096,287.301,-27.677,46.0,35.0,1.57,"BAT: GCN 7630, joint Suzaku/WAM and Swift/BAT spectral fit, numbers not reflected in the table.",2.433,-
080411A,309010,37.961,-71.297,56.0,264.0,1.75,-,1.03,-
080409A,308812,84.304,5.078,20.2,6.1,2.1,UVOT: no detection,-,-
080408A,AGILE,114.678,33.305,-,-,-,AGILE: GCN 7571|XRT: possible afterglow detection|UVOT: no detection,-,-
080405A,IPN,162.597,-4.25,40.0,12.0,1.28,Found in ground analysis after Mars Odyssey alerted the IPN.,-,-
080330A,308041,169.278,30.607,61.0,3.4,2.53,BAT: burst can be classified as an X-ray flash,1.51,-
080328A,307931,80.49,47.523,90.6,94.0,1.52,-,-,-
080325A,307604,277.906,36.516,128.4,49.0,1.68,-,-,Ks=19.5 (Subaru)
080320A,306858,177.763,57.162,14.0,2.7,1.7,-,-,-
080319D,306793,99.479,23.982,24.0,3.2,1.92,-,-,-
080319C,306778,259.006,55.393,34.0,36.0,1.37,The Swift slew to the burst was delayed because of an Earth constraint.,1.95,-
080319B,306757,217.919,36.3,50.0,810.0,1.04,UVOT: V and White filters were saturated,0.937,-
080319A,306754,206.352,44.08,64.0,48.0,1.6,The Swift slew to the burst was delayed because of an earth constraint.,-,-
080315A,306323,155.124,41.701,65.0,1.4,2.51,"Cannot rule out that this was a real burst, but given the lack of XRT detection and marginal BAT detection it is not likely.|XRT: no detection|UVOT: no detection",-,-
080310A,305288,220.04,-0.164,365.0,23.0,2.32,-,2.4266,-
080307A,305011,136.629,35.151,125.9,8.7,1.78,BAT: This burst satisfies Sakamoto/Ukwatta Swift-BAT possible high-z criteria (arXiv:0802.3815),-,-
080303A,304549,112.019,-70.231,67.0,6.6,1.54,-,-,-
080229B,AGILE,199.221,-64.878,-,-,-,AGILE: GCN 7340|UVOT: no detection,-,-
080229A,304379,228.22,-14.697,64.0,90.0,1.91,UVOT: no detection|VLA: possible radio detection,-,-
080218B,303631,177.927,-53.086,6.2,5.1,-,UVOT: no detection,-,-
080218A,303609,355.941,12.159,27.6,6.3,2.34,"Because this burst is in the Sun constraint until May, no XRT or UVOT data will be available.",-,-
080212A,303105,231.145,-22.739,123.0,29.0,-,-,-,-
080210A,302888,251.259,13.826,45.0,18.0,1.77,-,2.641,-
080207A,302728,207.514,7.492,340.0,61.0,-,UVOT: no detection,2.0858,-
080205A,302506,98.261,62.782,106.5,21.0,2.08,-,-,-
080130A,BATSS,261.632,-53.19,65.0,7.7,1.21,BATSS detected burst.|UVOT: no detection,-,-
080129A,301981,105.297,-7.84,48.0,8.9,1.34,No AT slew (Earth limb constraint)|UVOT: no detection,-,-
080123A,301578,338.974,-64.93,115.0,5.7,2.15,BAT: BATSS observations of extended prompt emission (GCN 7237 )|UVOT: no detection,-,-
080121A,301491,137.235,41.841,0.7,0.3,2.6,"The significance of the source in the detection image was just below the alert threshold, so Swift did not slew immediately to the burst. In addition, the source location was in Moon constraint, so no late observation was made.|XRT: no detection|UVOT: no detection",-,-
080120A,INTEGRAL,225.2547,-10.8854,-,-,-,INTEGRAL: GCN 7194,-,-
071227A,299787,58.132,-55.959,1.8,2.2,0.99,UVOT: OT candidate from coadded images.,0.383,"Possible Host: edge-on spiral, R=19.3"
071129A,297628,220.039,-26.667,420.0,35.0,1.94,There will be no XRT or UVOT observations of this burst because of the Sun observing constraint.,-,-
071122A,297114,276.576,47.102,68.7,5.8,1.77,-,1.14,-
071118A,296856,299.839,70.13,71.0,5.0,1.63,-,-,-
071117A,296805,335.026,-63.442,6.6,24.0,1.57,No AT slew (Earth limb constraint)|UVOT: no detection,1.331,-
071112C,296504,39.218,28.368,15.0,30.0,1.09,-,0.823,-
071112B,296503,260.213,-80.884,0.3,0.48,0.69,No AT slew (Earth limb constraint)|BAT: short hard burst|XRT: no detection|UVOT: no detection,-,-
071109A,INTEGRAL,289.913,2.048,-,-,-,"INTEGRAL: GCN 7046|XRT: possible afterglow, assumed Gamma and NH|UVOT: no detection",-,-
071104A,AGILE,295.6,14.645,-,-,-,AGILE: GCN 7042|UVOT: possible afterglow,-,-
071101A,295779,48.179,62.524,9.0,0.76,2.25,-,-,-
071031A,295670,6.399,-58.048,180.0,9.0,2.42,-,2.692,-
071028A,295527,119.828,21.473,27.0,3.0,1.87,"UVOT: no detection, there is a bright (12th mag) star in the XRT error circle which severely limits the ability to detect a possible afterglow",-,-
071028B,295492|Ground Analysis,354.163,-31.63,55.0,2.5,1.45,The burst was detected on the ground. There are no prompt XRT or UVOT data.|UVOT: no detection,0.94,-
071025A,295301,355.065,31.784,109.0,65.0,1.79,UVOT: no detection,-,-
071021A,294974,340.573,23.764,225.0,13.0,1.7,"BAT: the burst has BAT high-redshift indicators|UVOT: no data products for this burst, because it is still in engineering mode.|VLT photometric reported redshift removed and replaced with TOUGH reported redshift. See references.",2.452,-
071020A,294835,119.666,32.857,4.2,23.0,1.11,"UVOT: no data products for this burst, because it is still in engineering mode.",2.145,-
071018A,294645,164.685,53.822,376.0,10.0,1.63,"Swift is in the process of returning to normal operations, automatic slewing to GRBs is currently disabled outside of business hours (US EDT), therefore, there are no prompt XRT or UVOT observations of this burst.|BAT: This burst has several characteristics which are typical of high redshift bursts.|XRT: 5 possible afterglow sources",-,-
071013A,294120,279.501,33.846,26.0,3.2,1.6,There are no XRT or UVOT data products because auto-slewing to new bursts is disabled while in gyro-calibration mode.,-,-
071011A,293924,8.395,61.132,61.0,0.22,1.41,No AT slew (Earth limb constraint)|UVOT: currently in safe and will not observe this burst.,-,-
071010C,293804|Ground Analysis,338.054,66.159,-,-,-,The burst was on the edge of the field of view (3.5% coded) and no source was found automatically onboard. The burst was found during later ground analysis. There are no prompt XRT or UVOT data.,-,-
071010B,293795,150.531,45.733,35.7,44.0,-,"Swift is in the process of returning to normal operations, automatic slewing to GRBs is currently disabled outside of business hours, therefore, there are no prompt XRT or UVOT observations of this burst.",0.947,-
071010A,293707,288.04,-32.385,6.0,2.0,2.33,"Swift is in the process of returning to normal operations, automatic slewing to GRBs is currently disabled outside of business hours.",0.98,-
071008A,293587,151.571,44.303,18.0,2.4,2.23,"Swift is in the process of returning to normal operations, automatic slewing to GRBs is currently disabled outside of business hours, therefore, there are no prompt XRT or UVOT observations.",-,-
071006A,293250|Ground Analysis,335.294,-23.147,50.0,1.4,0.75,"BAT: burst was detected on the ground, extrapolated peak photon flux|There are no prompt XRT data.",-,-
071003A,292934,301.857,10.954,150.0,83.0,1.36,"Swift is in the process of returning to normal operations, automatic slewing to GRBs is currently disabled outside of business hours (US EDT).  Therefore, there are no prompt XRT or UVOT observations of this burst",1.1,-
071001A,292826,149.707,-59.763,58.5,7.7,1.62,UVOT: no observation,-,-
070925A,INTEGRAL,253.218,-22.0355,-,-,-,INTEGRAL: GCN 6823,-,-
